,p_value,batch_size,number_of_epochs,train_score,val_score
297,0.3,600.0,940.0,0.7609270896184244,0.7600095587356733
298,0.3,600.0,950.0,0.7609270896184244,0.7600095587356733
299,0.3,600.0,960.0,0.7609270896184244,0.7600095587356733
300,0.3,600.0,970.0,0.7609270896184244,0.7600095587356733
301,0.3,600.0,980.0,0.7609270896184244,0.7600095587356733
302,0.3,600.0,990.0,0.7609270896184244,0.7600095587356733
303,0.3,600.0,999.0,0.7609270896184244,0.7600095587356733
304,0.4,200.0,0.0,0.0637549656734402,0.06764817363895705
305,0.4,200.0,10.0,0.21807972610147344,0.208369947677715
306,0.4,200.0,20.0,0.6251770343639705,0.6356644557159579
307,0.4,200.0,30.0,0.6337631173845396,0.6451720546891122
308,0.4,200.0,40.0,0.6355466791989391,0.6443138496586921
309,0.4,200.0,50.0,0.6395120268158393,0.6490519342106821
310,0.4,200.0,60.0,0.6411586813575192,0.6509395240591388
311,0.4,200.0,70.0,0.6443251741550428,0.6537628953453019
312,0.4,200.0,80.0,0.6436702239145962,0.6528228305561397
313,0.4,200.0,90.0,0.6443251741550428,0.6537628953453019
314,0.4,200.0,100.0,0.6481215729699585,0.6565768219780973
315,0.4,200.0,110.0,0.6490974266549037,0.6575127323656735
316,0.4,200.0,120.0,0.6489724882092838,0.6584476222948588
317,0.4,200.0,130.0,0.6490974266549037,0.6575127323656735
318,0.4,200.0,140.0,0.651242529874932,0.659381499084558
319,0.4,200.0,150.0,0.650918601867411,0.659381499084558
320,0.4,200.0,160.0,0.650918601867411,0.659381499084558
321,0.4,200.0,170.0,0.6525370398474175,0.659381499084558
322,0.4,200.0,180.0,0.6593811605449242,0.6583620508546776
323,0.4,200.0,190.0,0.650918601867411,0.659381499084558
324,0.4,200.0,200.0,0.657374587677809,0.6603143700859351
325,0.4,200.0,210.0,0.6587425992093198,0.6583620508546776
326,0.4,200.0,220.0,0.6604453394213258,0.6588773352892955
327,0.4,200.0,230.0,0.6614663834819012,0.659287335840774
328,0.4,200.0,240.0,0.6627374617467868,0.659287335840774
329,0.4,200.0,250.0,0.6632226643627717,0.6602116127708564
330,0.4,200.0,260.0,0.6663888665906661,0.66426436115325
331,0.4,200.0,270.0,0.6681085965420374,0.6627872553859395
332,0.4,200.0,280.0,0.669001549410634,0.6640275707898659
333,0.4,200.0,290.0,0.6732089223673765,0.6676438354398145
334,0.4,200.0,300.0,0.6734759427237595,0.6694462508013905
335,0.4,200.0,310.0,0.6734759427237595,0.6694462508013905
